order_id,customer_id,order_date,total_amount,status,items
2083,845,2024-12-30 11:49:12.825443,1816.2,Cancelled,"[{'product_id': np.int64(38), 'quantity': 4, 'unit_price': np.float64(454.05), 'item_total': np.float64(1816.2)}]"
2084,798,2025-01-27 11:49:12.826446,4399.68,Pending,"[{'product_id': np.int64(329), 'quantity': 9, 'unit_price': np.float64(112.17), 'item_total': np.float64(1009.53)}, {'product_id': np.int64(280), 'quantity': 3, 'unit_price': np.float64(692.24), 'item_total': np.float64(2076.7200000000003)}, {'product_id': np.int64(236), 'quantity': 3, 'unit_price': np.float64(437.81), 'item_total': np.float64(1313.43)}]"
2085,830,2024-11-18 11:49:12.826446,1213.78,Completed,"[{'product_id': np.int64(81), 'quantity': 2, 'unit_price': np.float64(606.89), 'item_total': np.float64(1213.78)}]"
2086,316,2025-08-09 11:49:12.828444,18611.24,Cancelled,"[{'product_id': np.int64(80), 'quantity': 9, 'unit_price': np.float64(275.78), 'item_total': np.float64(2482.0199999999995)}, {'product_id': np.int64(68), 'quantity': 9, 'unit_price': np.float64(787.95), 'item_total': np.float64(7091.55)}, {'product_id': np.int64(169), 'quantity': 1, 'unit_price': np.float64(436.67), 'item_total': np.float64(436.67)}, {'product_id': np.int64(388), 'quantity': 10, 'unit_price': np.float64(860.1), 'item_total': np.float64(8601.0)}]"
2087,562,2025-09-11 11:49:12.829446,8817.91,Cancelled,"[{'product_id': np.int64(188), 'quantity': 6, 'unit_price': np.float64(974.48), 'item_total': np.float64(5846.88)}, {'product_id': np.int64(50), 'quantity': 1, 'unit_price': np.float64(425.05), 'item_total': np.float64(425.05)}, {'product_id': np.int64(78), 'quantity': 3, 'unit_price': np.float64(848.66), 'item_total': np.float64(2545.98)}]"
2088,154,2025-11-02 11:49:12.831346,2403.99,Cancelled,"[{'product_id': np.int64(202), 'quantity': 1, 'unit_price': np.float64(309.8), 'item_total': np.float64(309.8)}, {'product_id': np.int64(267), 'quantity': 7, 'unit_price': np.float64(299.17), 'item_total': np.float64(2094.19)}]"
2089,670,2025-01-17 11:49:12.833348,6364.54,Completed,"[{'product_id': np.int64(454), 'quantity': 7, 'unit_price': np.float64(909.22), 'item_total': np.float64(6364.54)}]"
2090,73,2025-01-28 11:49:12.835441,6413.63,Completed,"[{'product_id': np.int64(102), 'quantity': 1, 'unit_price': np.float64(835.03), 'item_total': np.float64(835.03)}, {'product_id': np.int64(342), 'quantity': 10, 'unit_price': np.float64(557.86), 'item_total': np.float64(5578.6)}]"
2091,948,2025-01-15 11:49:12.836442,1812.24,Cancelled,"[{'product_id': np.int64(115), 'quantity': 8, 'unit_price': np.float64(226.53), 'item_total': np.float64(1812.24)}]"
2092,197,2025-07-05 11:49:12.837440,16521.2,Cancelled,"[{'product_id': np.int64(58), 'quantity': 5, 'unit_price': np.float64(817.63), 'item_total': np.float64(4088.15)}, {'product_id': np.int64(359), 'quantity': 10, 'unit_price': np.float64(293.62), 'item_total': np.float64(2936.2)}, {'product_id': np.int64(345), 'quantity': 7, 'unit_price': np.float64(877.07), 'item_total': np.float64(6139.490000000001)}, {'product_id': np.int64(174), 'quantity': 8, 'unit_price': np.float64(419.67), 'item_total': np.float64(3357.36)}]"
2093,481,2025-03-03 11:49:12.839444,18178.05,Completed,"[{'product_id': np.int64(381), 'quantity': 10, 'unit_price': np.float64(975.3), 'item_total': np.float64(9753.0)}, {'product_id': np.int64(102), 'quantity': 5, 'unit_price': np.float64(835.03), 'item_total': np.float64(4175.15)}, {'product_id': np.int64(438), 'quantity': 6, 'unit_price': np.float64(40.77), 'item_total': np.float64(244.62)}, {'product_id': np.int64(66), 'quantity': 8, 'unit_price': np.float64(500.66), 'item_total': np.float64(4005.28)}]"
2094,860,2025-06-10 11:49:12.840440,2820.0,Cancelled,"[{'product_id': np.int64(116), 'quantity': 9, 'unit_price': np.float64(69.85), 'item_total': np.float64(628.65)}, {'product_id': np.int64(266), 'quantity': 6, 'unit_price': np.float64(91.84), 'item_total': np.float64(551.04)}, {'product_id': np.int64(192), 'quantity': 4, 'unit_price': np.float64(298.53), 'item_total': np.float64(1194.12)}, {'product_id': np.int64(57), 'quantity': 3, 'unit_price': np.float64(148.73), 'item_total': np.float64(446.18999999999994)}]"
2095,767,2025-08-13 11:49:12.842445,2968.34,Pending,"[{'product_id': np.int64(298), 'quantity': 7, 'unit_price': np.float64(408.82), 'item_total': np.float64(2861.74)}, {'product_id': np.int64(5), 'quantity': 5, 'unit_price': np.float64(21.32), 'item_total': np.float64(106.6)}]"
2096,334,2025-06-03 11:49:12.842445,6183.31,Completed,"[{'product_id': np.int64(315), 'quantity': 7, 'unit_price': np.float64(883.33), 'item_total': np.float64(6183.31)}]"
2097,987,2025-04-07 11:49:12.843552,1153.84,Cancelled,"[{'product_id': np.int64(289), 'quantity': 8, 'unit_price': np.float64(144.23), 'item_total': np.float64(1153.84)}]"
2098,590,2025-04-10 11:49:12.844553,13392.53,Pending,"[{'product_id': np.int64(111), 'quantity': 4, 'unit_price': np.float64(840.68), 'item_total': np.float64(3362.72)}, {'product_id': np.int64(344), 'quantity': 7, 'unit_price': np.float64(36.56), 'item_total': np.float64(255.92000000000002)}, {'product_id': np.int64(3), 'quantity': 3, 'unit_price': np.float64(452.27), 'item_total': np.float64(1356.81)}, {'product_id': np.int64(37), 'quantity': 6, 'unit_price': np.float64(964.14), 'item_total': np.float64(5784.84)}, {'product_id': np.int64(103), 'quantity': 4, 'unit_price': np.float64(658.06), 'item_total': np.float64(2632.24)}]"
2099,776,2025-03-11 11:49:12.846558,9120.91,Pending,"[{'product_id': np.int64(278), 'quantity': 8, 'unit_price': np.float64(444.68), 'item_total': np.float64(3557.44)}, {'product_id': np.int64(459), 'quantity': 8, 'unit_price': np.float64(96.84), 'item_total': np.float64(774.72)}, {'product_id': np.int64(483), 'quantity': 8, 'unit_price': np.float64(47.58), 'item_total': np.float64(380.64)}, {'product_id': np.int64(65), 'quantity': 7, 'unit_price': np.float64(629.73), 'item_total': np.float64(4408.110000000001)}]"
2100,9,2025-02-05 11:49:12.849458,11988.31,Completed,"[{'product_id': np.int64(424), 'quantity': 6, 'unit_price': np.float64(833.58), 'item_total': np.float64(5001.4800000000005)}, {'product_id': np.int64(225), 'quantity': 7, 'unit_price': np.float64(786.43), 'item_total': np.float64(5505.009999999999)}, {'product_id': np.int64(25), 'quantity': 3, 'unit_price': np.float64(493.94), 'item_total': np.float64(1481.82)}]"
2101,775,2025-01-16 11:49:12.851555,3317.48,Completed,"[{'product_id': np.int64(71), 'quantity': 4, 'unit_price': np.float64(478.78), 'item_total': np.float64(1915.12)}, {'product_id': np.int64(464), 'quantity': 4, 'unit_price': np.float64(350.59), 'item_total': np.float64(1402.36)}]"
2102,972,2024-12-09 11:49:12.853555,17499.37,Pending,"[{'product_id': np.int64(319), 'quantity': 6, 'unit_price': np.float64(173.87), 'item_total': np.float64(1043.22)}, {'product_id': np.int64(144), 'quantity': 8, 'unit_price': np.float64(929.48), 'item_total': np.float64(7435.84)}, {'product_id': np.int64(355), 'quantity': 9, 'unit_price': np.float64(765.1), 'item_total': np.float64(6885.900000000001)}, {'product_id': np.int64(135), 'quantity': 7, 'unit_price': np.float64(179.67), 'item_total': np.float64(1257.6899999999998)}, {'product_id': np.int64(113), 'quantity': 6, 'unit_price': np.float64(146.12), 'item_total': np.float64(876.72)}]"
2103,268,2025-03-08 11:49:12.854551,6581.96,Completed,"[{'product_id': np.int64(269), 'quantity': 7, 'unit_price': np.float64(569.99), 'item_total': np.float64(3989.9300000000003)}, {'product_id': np.int64(244), 'quantity': 3, 'unit_price': np.float64(864.01), 'item_total': np.float64(2592.0299999999997)}]"
2104,800,2025-07-24 11:49:12.856563,19382.75,Completed,"[{'product_id': np.int64(490), 'quantity': 8, 'unit_price': np.float64(848.02), 'item_total': np.float64(6784.16)}, {'product_id': np.int64(386), 'quantity': 5, 'unit_price': np.float64(677.38), 'item_total': np.float64(3386.9)}, {'product_id': np.int64(170), 'quantity': 10, 'unit_price': np.float64(517.32), 'item_total': np.float64(5173.200000000001)}, {'product_id': np.int64(18), 'quantity': 7, 'unit_price': np.float64(530.25), 'item_total': np.float64(3711.75)}, {'product_id': np.int64(394), 'quantity': 1, 'unit_price': np.float64(326.74), 'item_total': np.float64(326.74)}]"
2105,614,2025-02-12 11:49:12.856563,3474.36,Pending,"[{'product_id': np.int64(204), 'quantity': 9, 'unit_price': np.float64(83.23), 'item_total': np.float64(749.07)}, {'product_id': np.int64(83), 'quantity': 3, 'unit_price': np.float64(727.06), 'item_total': np.float64(2181.18)}, {'product_id': np.int64(332), 'quantity': 7, 'unit_price': np.float64(77.73), 'item_total': np.float64(544.11)}]"
2106,332,2024-11-13 11:49:12.858168,6772.32,Completed,"[{'product_id': np.int64(162), 'quantity': 8, 'unit_price': np.float64(800.07), 'item_total': np.float64(6400.56)}, {'product_id': np.int64(354), 'quantity': 1, 'unit_price': np.float64(371.76), 'item_total': np.float64(371.76)}]"
2107,627,2025-08-16 11:49:12.859287,11025.45,Cancelled,"[{'product_id': np.int64(334), 'quantity': 10, 'unit_price': np.float64(357.68), 'item_total': np.float64(3576.8)}, {'product_id': np.int64(201), 'quantity': 3, 'unit_price': np.float64(676.25), 'item_total': np.float64(2028.75)}, {'product_id': np.int64(110), 'quantity': 5, 'unit_price': np.float64(957.66), 'item_total': np.float64(4788.3)}, {'product_id': np.int64(153), 'quantity': 10, 'unit_price': np.float64(63.16), 'item_total': np.float64(631.5999999999999)}]"
2108,812,2025-05-25 11:49:12.861284,14869.54,Pending,"[{'product_id': np.int64(276), 'quantity': 10, 'unit_price': np.float64(753.83), 'item_total': np.float64(7538.3)}, {'product_id': np.int64(194), 'quantity': 4, 'unit_price': np.float64(332.63), 'item_total': np.float64(1330.52)}, {'product_id': np.int64(199), 'quantity': 3, 'unit_price': np.float64(217.55), 'item_total': np.float64(652.6500000000001)}, {'product_id': np.int64(95), 'quantity': 7, 'unit_price': np.float64(764.01), 'item_total': np.float64(5348.07)}]"
2109,582,2025-05-26 11:49:12.862277,3471.27,Cancelled,"[{'product_id': np.int64(450), 'quantity': 3, 'unit_price': np.float64(60.13), 'item_total': np.float64(180.39000000000001)}, {'product_id': np.int64(8), 'quantity': 8, 'unit_price': np.float64(411.36), 'item_total': np.float64(3290.88)}]"
2110,830,2025-10-24 11:49:12.866339,13128.4,Completed,"[{'product_id': np.int64(64), 'quantity': 9, 'unit_price': np.float64(880.92), 'item_total': np.float64(7928.28)}, {'product_id': np.int64(419), 'quantity': 1, 'unit_price': np.float64(640.84), 'item_total': np.float64(640.84)}, {'product_id': np.int64(136), 'quantity': 2, 'unit_price': np.float64(648.46), 'item_total': np.float64(1296.92)}, {'product_id': np.int64(498), 'quantity': 2, 'unit_price': np.float64(696.62), 'item_total': np.float64(1393.24)}, {'product_id': np.int64(117), 'quantity': 2, 'unit_price': np.float64(934.56), 'item_total': np.float64(1869.12)}]"
2111,867,2025-09-18 11:49:12.868244,5765.7,Pending,"[{'product_id': np.int64(491), 'quantity': 6, 'unit_price': np.float64(960.95), 'item_total': np.float64(5765.700000000001)}]"
2112,666,2025-05-30 11:49:12.869280,6580.12,Completed,"[{'product_id': np.int64(233), 'quantity': 4, 'unit_price': np.float64(337.68), 'item_total': np.float64(1350.72)}, {'product_id': np.int64(140), 'quantity': 3, 'unit_price': np.float64(888.68), 'item_total': np.float64(2666.04)}, {'product_id': np.int64(419), 'quantity': 4, 'unit_price': np.float64(640.84), 'item_total': np.float64(2563.36)}]"
2113,807,2025-03-20 11:49:12.871289,18730.36,Pending,"[{'product_id': np.int64(249), 'quantity': 10, 'unit_price': np.float64(802.61), 'item_total': np.float64(8026.1)}, {'product_id': np.int64(497), 'quantity': 6, 'unit_price': np.float64(182.46), 'item_total': np.float64(1094.76)}, {'product_id': np.int64(491), 'quantity': 10, 'unit_price': np.float64(960.95), 'item_total': np.float64(9609.5)}]"
2114,875,2025-09-13 11:49:12.872288,6976.56,Cancelled,"[{'product_id': np.int64(413), 'quantity': 3, 'unit_price': np.float64(961.57), 'item_total': np.float64(2884.71)}, {'product_id': np.int64(461), 'quantity': 5, 'unit_price': np.float64(256.66), 'item_total': np.float64(1283.3000000000002)}, {'product_id': np.int64(75), 'quantity': 5, 'unit_price': np.float64(561.71), 'item_total': np.float64(2808.55)}]"
2115,933,2025-04-05 11:49:12.873275,2477.88,Completed,"[{'product_id': np.int64(331), 'quantity': 3, 'unit_price': np.float64(645.16), 'item_total': np.float64(1935.48)}, {'product_id': np.int64(248), 'quantity': 3, 'unit_price': np.float64(180.8), 'item_total': np.float64(542.4000000000001)}]"
2116,438,2024-12-17 11:49:12.875278,23563.19,Pending,"[{'product_id': np.int64(262), 'quantity': 10, 'unit_price': np.float64(203.18), 'item_total': np.float64(2031.8000000000002)}, {'product_id': np.int64(95), 'quantity': 7, 'unit_price': np.float64(764.01), 'item_total': np.float64(5348.07)}, {'product_id': np.int64(263), 'quantity': 3, 'unit_price': np.float64(510.38), 'item_total': np.float64(1531.1399999999999)}, {'product_id': np.int64(95), 'quantity': 9, 'unit_price': np.float64(764.01), 'item_total': np.float64(6876.09)}, {'product_id': np.int64(244), 'quantity': 9, 'unit_price': np.float64(864.01), 'item_total': np.float64(7776.09)}]"
2117,36,2025-03-21 11:49:12.876279,3430.98,Completed,"[{'product_id': np.int64(289), 'quantity': 4, 'unit_price': np.float64(144.23), 'item_total': np.float64(576.92)}, {'product_id': np.int64(29), 'quantity': 2, 'unit_price': np.float64(676.04), 'item_total': np.float64(1352.08)}, {'product_id': np.int64(66), 'quantity': 3, 'unit_price': np.float64(500.66), 'item_total': np.float64(1501.98)}]"
2118,119,2025-04-22 11:49:12.876279,1016.7,Pending,"[{'product_id': np.int64(185), 'quantity': 3, 'unit_price': np.float64(338.9), 'item_total': np.float64(1016.6999999999999)}]"
2119,435,2024-11-16 11:49:12.878281,9806.96,Pending,"[{'product_id': np.int64(11), 'quantity': 8, 'unit_price': np.float64(373.87), 'item_total': np.float64(2990.96)}, {'product_id': np.int64(117), 'quantity': 3, 'unit_price': np.float64(934.56), 'item_total': np.float64(2803.68)}, {'product_id': np.int64(312), 'quantity': 1, 'unit_price': np.float64(26.12), 'item_total': np.float64(26.12)}, {'product_id': np.int64(246), 'quantity': 10, 'unit_price': np.float64(398.62), 'item_total': np.float64(3986.2)}]"
2120,382,2025-10-24 11:49:12.879283,8123.9,Pending,"[{'product_id': np.int64(91), 'quantity': 10, 'unit_price': np.float64(386.86), 'item_total': np.float64(3868.6000000000004)}, {'product_id': np.int64(27), 'quantity': 10, 'unit_price': np.float64(140.62), 'item_total': np.float64(1406.2)}, {'product_id': np.int64(469), 'quantity': 3, 'unit_price': np.float64(363.86), 'item_total': np.float64(1091.58)}, {'product_id': np.int64(86), 'quantity': 8, 'unit_price': np.float64(219.69), 'item_total': np.float64(1757.52)}]"
2121,162,2025-08-05 11:49:12.881184,10826.82,Completed,"[{'product_id': np.int64(116), 'quantity': 6, 'unit_price': np.float64(69.85), 'item_total': np.float64(419.09999999999997)}, {'product_id': np.int64(496), 'quantity': 6, 'unit_price': np.float64(961.06), 'item_total': np.float64(5766.36)}, {'product_id': np.int64(153), 'quantity': 2, 'unit_price': np.float64(63.16), 'item_total': np.float64(126.32)}, {'product_id': np.int64(280), 'quantity': 6, 'unit_price': np.float64(692.24), 'item_total': np.float64(4153.4400000000005)}, {'product_id': np.int64(248), 'quantity': 2, 'unit_price': np.float64(180.8), 'item_total': np.float64(361.6)}]"
2122,798,2024-12-14 11:49:12.884181,5154.21,Pending,"[{'product_id': np.int64(407), 'quantity': 5, 'unit_price': np.float64(33.67), 'item_total': np.float64(168.35000000000002)}, {'product_id': np.int64(187), 'quantity': 7, 'unit_price': np.float64(341.39), 'item_total': np.float64(2389.73)}, {'product_id': np.int64(332), 'quantity': 3, 'unit_price': np.float64(77.73), 'item_total': np.float64(233.19)}, {'product_id': np.int64(4), 'quantity': 2, 'unit_price': np.float64(308.93), 'item_total': np.float64(617.86)}, {'product_id': np.int64(123), 'quantity': 4, 'unit_price': np.float64(436.27), 'item_total': np.float64(1745.08)}]"
2123,265,2025-02-23 11:49:12.885281,10382.74,Completed,"[{'product_id': np.int64(417), 'quantity': 2, 'unit_price': np.float64(463.87), 'item_total': np.float64(927.74)}, {'product_id': np.int64(437), 'quantity': 6, 'unit_price': np.float64(305.85), 'item_total': np.float64(1835.1000000000001)}, {'product_id': np.int64(132), 'quantity': 10, 'unit_price': np.float64(761.99), 'item_total': np.float64(7619.9)}]"
2124,27,2025-07-28 11:49:12.886283,16582.02,Cancelled,"[{'product_id': np.int64(209), 'quantity': 10, 'unit_price': np.float64(597.88), 'item_total': np.float64(5978.8)}, {'product_id': np.int64(285), 'quantity': 7, 'unit_price': np.float64(600.89), 'item_total': np.float64(4206.23)}, {'product_id': np.int64(444), 'quantity': 3, 'unit_price': np.float64(93.2), 'item_total': np.float64(279.6)}, {'product_id': np.int64(221), 'quantity': 6, 'unit_price': np.float64(487.94), 'item_total': np.float64(2927.64)}, {'product_id': np.int64(366), 'quantity': 5, 'unit_price': np.float64(637.95), 'item_total': np.float64(3189.75)}]"
2125,568,2025-05-24 11:49:12.887274,15547.62,Completed,"[{'product_id': np.int64(37), 'quantity': 9, 'unit_price': np.float64(964.14), 'item_total': np.float64(8677.26)}, {'product_id': np.int64(74), 'quantity': 1, 'unit_price': np.float64(566.76), 'item_total': np.float64(566.76)}, {'product_id': np.int64(68), 'quantity': 8, 'unit_price': np.float64(787.95), 'item_total': np.float64(6303.6)}]"
2126,589,2024-11-10 11:49:12.888276,1196.68,Pending,"[{'product_id': np.int64(267), 'quantity': 4, 'unit_price': np.float64(299.17), 'item_total': np.float64(1196.68)}]"
2127,986,2025-10-14 11:49:12.890290,7556.79,Pending,"[{'product_id': np.int64(65), 'quantity': 8, 'unit_price': np.float64(629.73), 'item_total': np.float64(5037.84)}, {'product_id': np.int64(442), 'quantity': 7, 'unit_price': np.float64(139.41), 'item_total': np.float64(975.87)}, {'product_id': np.int64(292), 'quantity': 6, 'unit_price': np.float64(257.18), 'item_total': np.float64(1543.08)}]"
2128,547,2025-08-29 11:49:12.891285,14162.76,Cancelled,"[{'product_id': np.int64(347), 'quantity': 2, 'unit_price': np.float64(397.83), 'item_total': np.float64(795.66)}, {'product_id': np.int64(390), 'quantity': 6, 'unit_price': np.float64(921.02), 'item_total': np.float64(5526.12)}, {'product_id': np.int64(102), 'quantity': 9, 'unit_price': np.float64(835.03), 'item_total': np.float64(7515.2699999999995)}, {'product_id': np.int64(59), 'quantity': 1, 'unit_price': np.float64(325.71), 'item_total': np.float64(325.71)}]"
2129,149,2025-10-25 11:49:12.892283,390.1,Pending,"[{'product_id': np.int64(467), 'quantity': 10, 'unit_price': np.float64(39.01), 'item_total': np.float64(390.09999999999997)}]"
2130,834,2025-10-16 11:49:12.894288,14577.0,Cancelled,"[{'product_id': np.int64(117), 'quantity': 4, 'unit_price': np.float64(934.56), 'item_total': np.float64(3738.24)}, {'product_id': np.int64(86), 'quantity': 8, 'unit_price': np.float64(219.69), 'item_total': np.float64(1757.52)}, {'product_id': np.int64(226), 'quantity': 7, 'unit_price': np.float64(354.82), 'item_total': np.float64(2483.74)}, {'product_id': np.int64(492), 'quantity': 7, 'unit_price': np.float64(942.5), 'item_total': np.float64(6597.5)}]"
2131,78,2025-02-14 11:49:12.895277,6029.97,Pending,"[{'product_id': np.int64(38), 'quantity': 7, 'unit_price': np.float64(454.05), 'item_total': np.float64(3178.35)}, {'product_id': np.int64(294), 'quantity': 6, 'unit_price': np.float64(398.77), 'item_total': np.float64(2392.62)}, {'product_id': np.int64(228), 'quantity': 6, 'unit_price': np.float64(76.5), 'item_total': np.float64(459.0)}]"
2132,331,2025-01-25 11:49:12.896286,10222.85,Completed,"[{'product_id': np.int64(221), 'quantity': 6, 'unit_price': np.float64(487.94), 'item_total': np.float64(2927.64)}, {'product_id': np.int64(97), 'quantity': 3, 'unit_price': np.float64(566.9), 'item_total': np.float64(1700.6999999999998)}, {'product_id': np.int64(90), 'quantity': 6, 'unit_price': np.float64(556.56), 'item_total': np.float64(3339.3599999999997)}, {'product_id': np.int64(26), 'quantity': 5, 'unit_price': np.float64(451.03), 'item_total': np.float64(2255.1499999999996)}]"
2133,360,2024-11-25 11:49:12.899187,12455.56,Completed,"[{'product_id': np.int64(109), 'quantity': 5, 'unit_price': np.float64(917.73), 'item_total': np.float64(4588.65)}, {'product_id': np.int64(455), 'quantity': 5, 'unit_price': np.float64(451.55), 'item_total': np.float64(2257.75)}, {'product_id': np.int64(156), 'quantity': 2, 'unit_price': np.float64(402.74), 'item_total': np.float64(805.48)}, {'product_id': np.int64(254), 'quantity': 8, 'unit_price': np.float64(600.46), 'item_total': np.float64(4803.68)}]"
2134,430,2025-08-30 11:49:12.901289,7516.53,Completed,"[{'product_id': np.int64(17), 'quantity': 9, 'unit_price': np.float64(683.54), 'item_total': np.float64(6151.86)}, {'product_id': np.int64(39), 'quantity': 2, 'unit_price': np.float64(381.89), 'item_total': np.float64(763.78)}, {'product_id': np.int64(285), 'quantity': 1, 'unit_price': np.float64(600.89), 'item_total': np.float64(600.89)}]"
2135,759,2025-04-26 11:49:12.902288,3719.06,Completed,"[{'product_id': np.int64(158), 'quantity': 2, 'unit_price': np.float64(495.7), 'item_total': np.float64(991.4)}, {'product_id': np.int64(454), 'quantity': 3, 'unit_price': np.float64(909.22), 'item_total': np.float64(2727.66)}]"
2136,42,2025-09-20 11:49:12.903278,5324.46,Completed,"[{'product_id': np.int64(55), 'quantity': 10, 'unit_price': np.float64(444.57), 'item_total': np.float64(4445.7)}, {'product_id': np.int64(86), 'quantity': 4, 'unit_price': np.float64(219.69), 'item_total': np.float64(878.76)}]"
2137,543,2025-05-13 11:49:12.904285,145.09,Cancelled,"[{'product_id': np.int64(494), 'quantity': 1, 'unit_price': np.float64(145.09), 'item_total': np.float64(145.09)}]"
2138,763,2025-01-09 11:49:12.905285,1922.52,Cancelled,"[{'product_id': np.int64(419), 'quantity': 3, 'unit_price': np.float64(640.84), 'item_total': np.float64(1922.52)}]"
2139,940,2025-10-06 11:49:12.907282,6205.44,Cancelled,"[{'product_id': np.int64(82), 'quantity': 6, 'unit_price': np.float64(196.28), 'item_total': np.float64(1177.68)}, {'product_id': np.int64(319), 'quantity': 2, 'unit_price': np.float64(173.87), 'item_total': np.float64(347.74)}, {'product_id': np.int64(361), 'quantity': 10, 'unit_price': np.float64(408.25), 'item_total': np.float64(4082.5)}, {'product_id': np.int64(422), 'quantity': 2, 'unit_price': np.float64(298.76), 'item_total': np.float64(597.52)}]"
2140,648,2025-07-31 11:49:12.908286,2289.48,Completed,"[{'product_id': np.int64(75), 'quantity': 4, 'unit_price': np.float64(561.71), 'item_total': np.float64(2246.84)}, {'product_id': np.int64(5), 'quantity': 2, 'unit_price': np.float64(21.32), 'item_total': np.float64(42.64)}]"
2141,729,2025-03-27 11:49:12.908286,660.3,Cancelled,"[{'product_id': np.int64(471), 'quantity': 1, 'unit_price': np.float64(660.3), 'item_total': np.float64(660.3)}]"
2142,838,2025-09-24 11:49:12.909292,2602.35,Pending,"[{'product_id': np.int64(295), 'quantity': 4, 'unit_price': np.float64(636.08), 'item_total': np.float64(2544.32)}, {'product_id': np.int64(112), 'quantity': 1, 'unit_price': np.float64(58.03), 'item_total': np.float64(58.03)}]"
2143,573,2025-07-25 11:49:12.910281,6681.27,Cancelled,"[{'product_id': np.int64(313), 'quantity': 9, 'unit_price': np.float64(446.87), 'item_total': np.float64(4021.83)}, {'product_id': np.int64(411), 'quantity': 4, 'unit_price': np.float64(314.44), 'item_total': np.float64(1257.76)}, {'product_id': np.int64(384), 'quantity': 8, 'unit_price': np.float64(175.21), 'item_total': np.float64(1401.68)}]"
2144,396,2024-11-22 11:49:12.912272,14974.77,Cancelled,"[{'product_id': np.int64(276), 'quantity': 10, 'unit_price': np.float64(753.83), 'item_total': np.float64(7538.3)}, {'product_id': np.int64(449), 'quantity': 3, 'unit_price': np.float64(131.3), 'item_total': np.float64(393.90000000000003)}, {'product_id': np.int64(23), 'quantity': 8, 'unit_price': np.float64(855.94), 'item_total': np.float64(6847.52)}, {'product_id': np.int64(467), 'quantity': 5, 'unit_price': np.float64(39.01), 'item_total': np.float64(195.04999999999998)}]"
2145,347,2025-08-01 11:49:12.912272,4330.32,Cancelled,"[{'product_id': np.int64(22), 'quantity': 8, 'unit_price': np.float64(541.29), 'item_total': np.float64(4330.32)}]"
2146,970,2025-08-05 11:49:12.914186,1572.86,Completed,"[{'product_id': np.int64(225), 'quantity': 2, 'unit_price': np.float64(786.43), 'item_total': np.float64(1572.86)}]"
2147,878,2025-07-30 11:49:12.916188,10562.29,Cancelled,"[{'product_id': np.int64(378), 'quantity': 3, 'unit_price': np.float64(735.61), 'item_total': np.float64(2206.83)}, {'product_id': np.int64(9), 'quantity': 9, 'unit_price': np.float64(772.14), 'item_total': np.float64(6949.26)}, {'product_id': np.int64(27), 'quantity': 10, 'unit_price': np.float64(140.62), 'item_total': np.float64(1406.2)}]"
2148,872,2025-07-30 11:49:12.917188,1446.22,Completed,"[{'product_id': np.int64(108), 'quantity': 2, 'unit_price': np.float64(723.11), 'item_total': np.float64(1446.22)}]"
2149,850,2024-12-13 11:49:12.919280,4804.45,Cancelled,"[{'product_id': np.int64(194), 'quantity': 4, 'unit_price': np.float64(332.63), 'item_total': np.float64(1330.52)}, {'product_id': np.int64(304), 'quantity': 3, 'unit_price': np.float64(851.61), 'item_total': np.float64(2554.83)}, {'product_id': np.int64(449), 'quantity': 7, 'unit_price': np.float64(131.3), 'item_total': np.float64(919.1000000000001)}]"
2150,969,2024-12-11 11:49:12.920184,12705.32,Pending,"[{'product_id': np.int64(19), 'quantity': 10, 'unit_price': np.float64(368.17), 'item_total': np.float64(3681.7000000000003)}, {'product_id': np.int64(481), 'quantity': 7, 'unit_price': np.float64(838.33), 'item_total': np.float64(5868.31)}, {'product_id': np.int64(464), 'quantity': 9, 'unit_price': np.float64(350.59), 'item_total': np.float64(3155.31)}]"
2151,11,2025-05-11 11:49:12.921185,3053.29,Cancelled,"[{'product_id': np.int64(92), 'quantity': 7, 'unit_price': np.float64(365.67), 'item_total': np.float64(2559.69)}, {'product_id': np.int64(171), 'quantity': 5, 'unit_price': np.float64(98.72), 'item_total': np.float64(493.6)}]"
2152,73,2024-12-03 11:49:12.922282,2706.12,Cancelled,"[{'product_id': np.int64(262), 'quantity': 9, 'unit_price': np.float64(203.18), 'item_total': np.float64(1828.6200000000001)}, {'product_id': np.int64(61), 'quantity': 1, 'unit_price': np.float64(877.5), 'item_total': np.float64(877.5)}]"
2153,119,2025-10-03 11:49:12.923277,7995.07,Completed,"[{'product_id': np.int64(355), 'quantity': 5, 'unit_price': np.float64(765.1), 'item_total': np.float64(3825.5)}, {'product_id': np.int64(352), 'quantity': 3, 'unit_price': np.float64(934.59), 'item_total': np.float64(2803.77)}, {'product_id': np.int64(160), 'quantity': 2, 'unit_price': np.float64(682.9), 'item_total': np.float64(1365.8)}]"
2154,43,2025-09-24 11:49:12.924286,16377.68,Cancelled,"[{'product_id': np.int64(73), 'quantity': 6, 'unit_price': np.float64(807.72), 'item_total': np.float64(4846.32)}, {'product_id': np.int64(293), 'quantity': 1, 'unit_price': np.float64(830.2), 'item_total': np.float64(830.2)}, {'product_id': np.int64(345), 'quantity': 10, 'unit_price': np.float64(877.07), 'item_total': np.float64(8770.7)}, {'product_id': np.int64(80), 'quantity': 7, 'unit_price': np.float64(275.78), 'item_total': np.float64(1930.4599999999998)}]"
